         	1		2		3		4		5		6		7		8		9		10		
Query 130:	 909	 263	 502	  75	 170	 668	 742	1151	1246	1266	
Query 131:	 909	 117	1344	 301	  77	  75	 156	 170	 668	 705	
Query 132:	 441	 450	1360	 778	 827	  75	 909	 668	 705	 845	
Query 133:	 441	 450	1360	  75	 668	 778	 705	 909	 845	  77	
Query 134:	 909	  75	1246	 705	  77	 170	 668	 742	1129	1151	
Query 135:	 751	1247	 574	 668	 909	  75	  77	 156	 170	 705	
Query 136:	 616	 800	 272	 419	1288	 940	 801	1216	 815	 253	
Query 137:	 722	 409	 431	1101	1026	 802	  14	 616	 741	 253	
Query 138:	 148	  81	 445	  77	  56	 198	 737	  75	 156	 170	
Query 139:	 135	1111	 737	 432	1208	 757	1202	 448	 722	 406	
Query 140:	 742	1151	 705	 604	 441	  75	 170	 668	1246	 502	
Query 141:	 425	 211	 542	 326	 999	1145	1068	1070	1121	1175	
Query 142:	1293	 563	1127	 703	 602	 124	 497	1176	 583	1281	
Query 143:	  75	  77	 170	 668	 705	 742	1129	1151	1246	1266	
Query 144:	 909	  75	 170	 668	 742	1151	1246	1266	 705	 441	
Query 145:	1151	 668	 450	 909	  75	 170	 742	1246	1266	 705	
Query 146:	  77	1266	 909	 198	  75	 156	 170	 668	 705	 742	
Query 147:	 156	  77	1266	 909	  75	 170	 668	 705	 742	 827	
Query 148:	 971	1266	 570	 808	 909	 862	 705	 861	  75	  77	
Query 149:	 452	 893	 845	 657	1076	 493	 734	1208	 829	  83	
Query 150:	 546	 566	 455	 807	1049	1314	 759	 221	 548	 861	
Query 151:	  48	 773	 566	 235	 382	1073	1308	1082	  94	1122	
Query 152:	1126	 772	 773	 612	1314	 209	 548	1181	1038	 455	
Query 153:	 572	 864	 771	1295	1177	 449	 642	1188	 184	 173	
Query 154:	1177	 572	 173	 969	 771	 864	 497	 869	1295	 230	
Query 155:	 274	 234	 229	 176	 434	 460	1001	1017	 663	 465	
Query 156:	 300	1025	1008	1359	 917	1026	 478	 983	 240	 596	
Query 157:	 484	 501	 485	 867	 498	1377	 487	1398	 394	 831	
Query 158:	 705	1151	 238	  75	 502	 170	 668	1246	1360	 667	
Query 159:	 642	 594	 300	1176	1355	 174	 168	 702	 522	 674	
Query 160:	 832	 865	 909	 497	 156	 777	1266	  77	  75	 170	
Query 161:	 642	 594	 886	 702	 231	 522	 227	 296	1356	 738	
Query 162:	 705	 612	1151	1246	1266	  75	 170	 668	 604	1138	
Query 163:	 870	1266	 256	 875	 812	 827	 909	  77	  75	 156	
Query 164:	1266	 812	 827	  81	  77	 909	 705	 507	 639	  75	
Query 165:	 742	  77	 909	  75	 170	 668	 705	1129	1151	1246	
Query 166:	 441	 450	 334	 909	 502	 668	1360	  75	  77	 156	
Query 167:	 845	1360	 441	 668	1151	 705	 502	 629	  75	 170	
Query 168:	 655	 334	  77	  75	 170	 668	 705	 742	1151	1246	
Query 169:	1175	1049	 875	 663	 781	 337	1076	1082	 539	 870	
Query 170:	 876	 648	  77	 668	 909	 441	 967	  75	 170	 705	
Query 171:	  36	 657	 331	  76	 985	 738	 483	1338	 446	1119	
Query 172:	 909	 450	 705	 718	 668	  75	  77	 170	 742	1129	
Query 173:	 450	 839	 909	 718	 967	 705	 654	 668	 502	  75	
Query 174:	1151	 536	 668	 450	 502	 654	  75	  77	 156	 170	
Query 175:	 592	 523	 777	 249	 766	 909	 705	  75	 450	 536	
Query 176:	1360	 441	 450	 668	 718	 845	  75	  77	 156	 170	
Query 177:	1151	 156	 967	 668	  75	 170	 705	 742	1246	1266	
Query 178:	1127	 446	 517	 782	 325	 379	1176	1192	1052	1141	
Query 179:	1151	 705	 127	1266	  75	 170	 668	1246	1360	 604	
Query 180:	 592	1360	 179	 450	1128	 225	 856	 721	 873	 401	
Query 181:	 594	 696	 616	 800	1359	1222	1176	1025	 626	1321	
Query 182:	 836	 719	1271	 720	1090	1002	 875	 969	 406	 266	
Query 183:	 876	 648	 909	 705	 156	 649	  75	 170	 742	1151	
Query 184:	 889	 441	 668	 827	 919	1360	 450	  75	 170	 705	
Query 185:	 827	1151	 705	 604	 845	 668	1360	1138	  75	 170	
Query 186:	1222	  60	 138	 135	1227	1277	1321	 119	 519	1092	
Query 187:	1266	 127	  77	 967	  75	 156	 170	 668	 705	 742	
Query 188:	 624	 450	 492	  77	 728	 668	 722	 909	  75	 156	
Query 189:	1151	 705	  75	 170	 668	1246	1360	 604	1138	 967	
Query 190:	 728	 668	  75	 170	 742	1151	1246	1266	 705	 624	
Query 191:	 988	 668	1266	  75	 170	 705	 742	1151	1246	 967	
Query 192:	 156	1360	 909	  77	 668	  75	 170	 705	 742	 827	
Query 193:	 837	 865	 639	 967	  75	 170	 668	 705	 742	1151	
Query 194:	 156	  77	1360	 668	 492	 655	  75	 170	 705	 742	
Query 195:	 657	 926	 891	 927	 631	1176	 990	 481	 985	 637	
Query 196:	 642	 506	 351	 594	 563	 657	  48	  89	  94	 879	
Query 197:	 661	 892	 865	 832	 909	 502	  77	 927	1151	 705	
Query 198:	 827	 909	1129	  75	1246	 502	 441	1344	  77	 156	
Query 199:	 441	 778	 450	1344	1360	 827	 668	 721	 909	 629	
Query 200:	 441	 967	 909	 827	 991	1344	 865	  77	 604	 845	
Query 201:	 657	 441	 909	 827	 778	  77	  75	 705	1246	1344	
Query 202:	 944	 894	 946	 943	 932	1246	  77	 117	 156	  75	
Query 203:	 512	  76	1121	 895	 509	 953	1194	 119	 571	 395	
Query 204:	 773	 247	 394	 550	1393	 510	 908	1316	1342	 484	
Query 205:	1168	  76	 895	1389	 512	 571	 955	 782	 897	 958	
Query 206:	 758	 992	 447	 497	1084	1295	 173	1177	1044	1015	
Query 207:	1043	1042	 379	1041	 566	 374	1066	1082	1065	 372	
Query 208:	  81	 909	 502	1151	  77	  75	 156	 170	 668	 705	
Query 209:	 502	 668	 705	1151	 967	1360	 845	 493	 441	  75	
Query 210:	 642	 594	1176	1289	 618	 871	 674	1179	1356	1261	
Query 211:	1168	 771	 955	 958	 563	 950	1295	 173	 490	 603	
Query 212:	 256	1151	 705	 668	  75	 170	1246	1360	1138	 604	
Query 213:	 899	 982	 975	 972	 170	 976	  77	 974	 742	 827	
Query 214:	1266	 909	 705	1129	1246	 170	  75	  77	 156	 668	
Query 215:	 925	 791	 917	1230	 902	1026	 632	 525	  14	1359	
Query 216:	1176	 657	1131	 922	1395	 586	 663	 351	 594	 638	
Query 217:	 572	1177	1317	 969	 869	 771	 875	  86	1181	 173	
Query 218:	 705	1151	1217	 604	1189	1360	  75	 170	 668	1246	
Query 219:	 996	 705	 170	1151	 502	1246	 668	1360	 117	  75	
Query 220:	 778	 450	 441	1382	 182	1344	 845	1360	 827	 909	
Query 221:	 441	 450	1360	 668	 827	 909	 845	  75	  77	 156	
Query 222:	 372	1266	 570	 374	 379	1281	1066	  75	  77	 156	
Query 223:	 609	  75	 170	 668	 705	 742	1151	1246	1266	 371	
Query 224:	1038	 999	 384	 439	 870	1082	 875	 766	 494	 611	
Query 225:	1000	 386	1306	1087	 647	1085	1354	1089	1145	 462	

Calculation time: 33 seconds
MAP: 0.4404882212144119
