         	1		2		3		4		5		6		7		8		9		10		
Query 29: 	1021	 512	1321	 542	 119	1073	 672	 834	1303	 486	
Query 30: 	1051	 797	 220	 301	 339	 498	 676	 552	 926	1219	
Query 31: 	  47	  95	 229	 361	 545	 623	 635	 678	 708	 752	
Query 32: 	1031	1128	1161	 439	 558	1339	 632	 926	 613	1380	
Query 33: 	 506	 166	 775	1021	 696	 949	1082	 587	 868	 403	
Query 34: 	 347	 427	1334	 264	 701	 414	 563	 822	 780	 899	
Query 35: 	1175	 173	 202	 252	 269	 382	 572	 639	 640	 642	
Query 36: 	 359	 688	 909	 930	 657	1196	 795	 920	1036	1398	
Query 37: 	  86	1289	1054	1176	 171	  76	 521	 866	1205	 619	
Query 38: 	  72	  85	  86	 181	 258	 288	 310	 355	 359	 377	
Query 39: 	 552	 926	1219	  46	 235	 241	 253	 508	 828	1051	
Query 40: 	 834	1208	 490	 552	1389	 920	1294	 542	 657	 995	
Query 41: 	 552	 241	1051	 110	1073	1280	 394	 521	 657	 751	
Query 42: 	1280	  78	 394	 552	 501	 598	 135	 484	1230	  81	
Query 43: 	 642	1299	 707	 844	 321	 512	 782	 577	1208	 672	
Query 44: 	1021	1316	 583	1303	 563	 783	 532	 703	 797	 321	
Query 45: 	 583	 703	 427	 222	 498	 495	1176	 424	1172	 532	
Query 46: 	 779	 569	1294	 922	 576	 283	 851	1019	 201	 584	
Query 47: 	  68	 197	 200	 405	 625	 737	 935	1023	1137	1200	
Query 48: 	 637	  47	  49	  59	  62	  63	  73	  97	 120	 156	
Query 49: 	 351	 485	 997	1328	1334	 327	 426	1295	 484	 432	
Query 50: 	1101	 810	1380	   6	 146	 201	 205	 208	 361	 457	
Query 51: 	1176	1381	 398	1334	 702	 798	 587	1030	1363	 598	
Query 52: 	 926	1181	 657	 828	1252	  76	  85	 591	1054	1135	
Query 53: 	 446	 834	 618	 657	1211	1208	 642	1202	 398	 566	
Query 54: 	1334	 657	 293	 264	1209	 626	 671	 899	 672	 834	
Query 55: 	 591	1181	 360	 566	 657	 346	1372	  76	 528	1309	
Query 56: 	 657	 222	 429	 583	 563	 517	 532	1172	1051	1299	
Query 57: 	1201	 893	  51	 805	  31	  15	 579	 656	 696	 806	
Query 58: 	 351	 867	 239	 925	 485	 337	1186	1342	 426	 676	
Query 59: 	 431	 278	1059	 539	 409	 696	 247	 276	1092	 294	
Query 60: 	1334	 426	1176	 427	 501	 630	1036	1278	 979	 922	
Query 61: 	 270	1236	 626	 671	1330	  65	 135	 438	 558	 577	
Query 62: 	 293	 701	 264	 250	 696	 596	 801	  51	1102	 438	
Query 63: 	   4	   6	  14	 108	 183	 192	 303	 326	 334	 371	
Query 64: 	  60	 119	 252	 348	 508	 782	1127	1356	 118	 190	
Query 65: 	1021	 642	1073	  68	  48	  66	1020	1208	1303	 674	
Query 66: 	 904	 259	 166	 254	1263	 300	 352	 817	 925	 964	
Query 67: 	 394	 780	 505	1054	1196	 119	1194	 227	 128	 439	
Query 68: 	 587	 119	 566	 527	1321	 642	 252	1030	1363	 513	
Query 69: 	1176	 583	1172	 222	1391	 427	1321	 532	1393	 642	
Query 70: 	 846	 250	 838	 616	 429	 696	 890	 426	 409	 801	
Query 71: 	 426	 696	 846	 547	 525	1166	 360	 250	 337	1018	
Query 72: 	 834	 702	 475	1073	 521	 260	 119	 539	 208	 642	
Query 73: 	 594	 407	 481	1090	 926	 576	 295	 505	 663	 657	
Query 74: 	 481	1176	 505	 407	 513	 380	 264	 698	 295	 575	
Query 75: 	 475	 838	 626	 264	 208	 205	 315	1008	1134	 501	
Query 76: 	 754	 642	 417	 464	 602	 177	 259	 224	1031	 595	
Query 77: 	 227	 268	 419	 278	 800	1106	1384	 679	 844	1214	
Query 78: 	1334	 428	 370	 293	1101	 755	 834	 278	 205	1145	
Query 79: 	 513	 467	1022	1327	 264	 432	 618	 983	1176	 521	
Query 80: 	 475	  48	1289	 426	 534	 215	 594	 457	 755	1030	
Query 81: 	1172	1303	 563	1021	1192	 783	 797	1002	 517	 171	
Query 82: 	1106	1328	 657	 457	 813	 926	 235	 800	1103	  55	
Query 83: 	 438	 270	 793	 696	  98	 945	  63	 293	 431	 701	
Query 84: 	 749	 296	 470	1342	 222	 176	 288	 926	 904	 348	
Query 85: 	 435	1289	 426	1030	 991	 642	 287	 215	  94	 337	
Query 86: 	 775	 497	 258	 208	 364	 951	 205	 163	   8	 119	
Query 87: 	1321	 587	1111	 123	 373	 446	 563	 702	 798	1308	
Query 88: 	 517	 797	 347	 703	 583	1208	1303	 563	 783	1021	
Query 89: 	1208	 834	1321	 797	1176	 528	 592	1113	 347	 222	
Query 90: 	 484	1280	 176	 490	 253	1242	 258	 676	 427	 997	
Query 91: 	   1	   2	   3	   4	   5	   6	   7	   8	   9	  10	
Query 92: 	 223	1320	 359	 797	 499	 704	1386	 746	1367	 171	
Query 93: 	  76	  48	1070	1196	 809	1026	 211	 918	 879	 119	
Query 94: 	 512	 347	 782	 707	 542	 321	 592	1208	 657	1194	
Query 95: 	 528	1024	  76	  83	 233	 415	 438	 457	 591	 620	
Query 96: 	 552	 926	1219	  24	  46	 235	 241	 253	 508	 828	
Query 97: 	1363	1334	 211	 930	 252	 587	1176	 394	 566	 446	
Query 98: 	 583	1176	 485	 394	 427	 501	1059	1062	 498	 510	
Query 99: 	 517	 797	 783	1396	 498	 347	1113	 532	 703	1208	
Query 100: 	1379	  88	 403	1383	 506	 552	1301	1137	1384	1385	
Query 101:	 642	1208	 834	 307	 357	 394	1205	1008	 809	 572	
Query 102:	 431	  48	 594	1080	 222	 809	 500	 281	 490	1172	
Query 103:	 528	1392	 233	 457	 899	 360	 472	 828	1161	 163	
Query 104:	1009	1106	1107	 153	 444	 531	1004	1116	1200	1346	
Query 105:	 124	 678	1208	  51	 150	 151	 341	 403	 454	 480	
Query 106:	 587	 347	 575	  55	  51	 419	 432	 558	 764	1211	
Query 107:	 457	 167	 987	 844	1002	 800	 438	 123	 221	1003	
Query 108:	 351	 783	 485	 312	 583	 107	 394	1192	1392	 297	
Query 109:	 201	 354	1255	1384	 506	 278	 552	 419	 521	1379	
Query 110:	 357	 866	 173	 743	1370	 511	 642	 351	  55	  74	
Query 111:	 542	 642	 321	 592	1208	 707	  66	 512	 782	 347	
Query 112:	1263	 949	  73	 449	 519	 603	 768	 770	 775	 984	
Query 113:	 657	  68	 592	1176	 173	1223	 696	 403	 517	 642	
Query 114:	 468	 595	  62	  39	  60	1117	1214	1213	1274	1319	
Query 115:	 926	 663	 505	 594	 513	 222	1176	 634	 481	 407	
Query 116:	1278	 922	 485	  14	 501	 427	 605	 997	1063	1092	
Query 117:	 394	 997	 810	1059	1394	 455	 510	 260	 724	 257	
Query 118:	 510	 926	 923	 485	 351	 344	1334	  94	 501	 394	
Query 119:	1176	 696	 563	1090	 338	 391	 979	 657	1101	 427	
Query 120:	 230	 376	 775	 594	1342	 619	1092	 134	1045	1178	
Query 121:	 542	 611	 501	1311	1308	1341	1059	1310	1393	 548	
Query 122:	 780	1193	 688	 105	1043	1085	 984	 185	1122	1021	
Query 123:	 428	 800	 696	1327	1288	 427	 248	 801	1025	1334	
Query 124:	 519	 775	 930	 984	1312	 506	 224	 325	 376	 583	
Query 125:	 427	 498	 222	 703	 583	  48	 501	 495	1172	 506	
Query 126:	 142	1391	 485	 187	 501	 427	 605	 997	1063	1092	
Query 127:	1208	 958	1011	 324	 672	 980	1021	1327	 190	 542	
Query 128:	 426	 582	1334	 708	 989	 105	 166	 242	 257	 382	
Query 129:	 657	 765	 473	  22	  51	 252	 391	 724	 930	 511	
Query 130:	 222	 928	 886	1321	 346	 293	1278	 383	 642	 672	
Query 131:	 222	1298	1092	1059	 394	1172	 351	 528	1060	 260	
Query 132:	 780	 930	1145	 166	 426	 696	 440	 583	1021	 337	
Query 133:	 439	 780	 440	 871	  48	 119	1030	 838	1145	 426	
Query 134:	 351	 485	 809	 426	 918	 501	1392	1196	 393	1396	
Query 135:	 222	 683	 919	 431	 569	1359	 663	 754	1044	1149	
Query 136:	 426	1334	 248	 801	1025	 428	 563	 663	 979	1289	
Query 137:	 583	1278	1176	  48	 499	 484	 498	 506	 951	1059	
Query 138:	 347	1113	  89	 129	 190	 495	 498	 563	 583	 783	
Query 139:	 737	 135	  81	1326	  17	  78	  82	 133	1213	1319	
Query 140:	 634	 569	 505	 513	 436	 437	 922	1029	 991	 201	
Query 141:	 119	  76	 834	 642	 868	 446	1172	1369	 520	1055	
Query 142:	 517	1303	 783	1021	 563	1002	1192	 797	 347	 512	
Query 143:	1321	 697	 583	 657	 755	1163	1182	1393	 293	 642	
Query 144:	 746	1320	  86	1142	1367	1396	 499	 171	 367	 797	
Query 145:	 369	 453	 632	 663	 708	 630	1289	 475	 205	 547	
Query 146:	 446	 949	1126	1321	 695	1245	1046	1181	1202	 135	
Query 147:	1202	1208	 495	 380	 657	1207	 797	1113	 517	 139	
Query 148:	 630	1038	 188	 510	1369	 260	 431	 724	1052	 958	
Query 149:	 592	 230	 657	1208	   6	 782	 707	 542	 512	 321	
Query 150:	 808	 958	1169	 548	1170	 455	1293	 542	1314	 861	
Query 151:	1334	 642	1131	 520	 838	 490	 513	 338	 347	 521	
Query 152:	 446	1046	 949	 625	1042	  85	 512	 542	  38	 269	
Query 153:	 997	1289	 966	1188	 482	1059	1060	1096	 985	1061	
Query 154:	1208	 642	 190	1298	 707	 321	 583	 592	  66	1020	
Query 155:	 455	 657	  88	 853	  42	 158	 177	 232	 283	 307	
Query 156:	 983	 902	 926	1008	   8	 918	 696	 592	 780	1145	
Query 157:	 510	1341	 427	 997	1063	1092	1026	 762	1230	1369	
Query 158:	 437	 505	 922	 341	 380	 436	 513	 645	1029	1054	
Query 159:	 563	 575	 558	 338	 391	1334	 983	 657	 513	1002	
Query 160:	 419	 446	1321	1363	 618	 657	 798	 661	 205	 119	
Query 161:	1002	 398	1374	 563	 269	 618	 661	 926	 983	 657	
Query 162:	 563	 190	1192	 403	1299	 222	1176	  60	 429	 592	
Query 163:	 995	 926	 454	 305	 236	 544	 257	1208	  86	 446	
Query 164:	 373	 563	 398	1102	 467	 513	  55	 408	 872	 123	
Query 165:	 550	1208	  86	 446	 949	1181	1202	 135	 514	 591	
Query 166:	 166	1251	 696	 426	1176	1172	 587	1051	 780	1021	
Query 167:	 426	 166	1031	 684	 979	 939	 702	 696	  14	 337	
Query 168:	 226	 924	 637	 369	 631	 241	 513	 708	 926	 492	
Query 169:	 569	1082	 875	 337	 870	1175	1317	 663	 773	1051	
Query 170:	1176	 657	 642	1106	 575	  55	 235	1328	 513	 702	
Query 171:	 423	 657	 305	 920	1054	 891	 483	 119	 128	 131	
Query 172:	 828	 657	1392	 505	1036	1288	 501	 926	1025	 918	
Query 173:	1179	 828	 426	1067	 630	 708	 280	 632	 918	 989	
Query 174:	1334	1179	 800	 696	 630	 828	 426	1067	 708	 674	
Query 175:	 542	 512	1321	 642	 509	 119	1188	1303	1020	 486	
Query 176:	1030	 440	1031	 230	 913	 657	 871	 791	 559	 344	
Query 177:	 575	 563	 513	 702	 558	 408	 838	  55	 657	1030	
Query 178:	 511	1176	 702	 119	 398	 166	 294	1194	 587	 736	
Query 179:	1320	 428	 497	 293	 253	 657	1176	1327	 642	1209	
Query 180:	 780	 588	 979	1161	 930	 926	 344	 653	 838	 391	
Query 181:	 715	 475	1392	 676	 231	 271	 311	 501	 513	 576	
Query 182:	 895	 512	 917	1396	 926	 230	1321	  46	1142	1346	
Query 183:	1106	  55	 250	 419	 838	 813	 431	1277	 890	 764	
Query 184:	1334	1128	 337	 426	 897	 902	 939	 961	 979	1031	
Query 185:	 926	 300	1176	 575	1334	 979	 427	 916	 293	 428	
Query 186:	1334	 398	 484	 598	 269	 176	1176	 426	 498	 762	
Query 187:	 899	 587	 702	 642	 657	 521	 432	 838	1379	  55	
Query 188:	 630	 513	 922	 637	1395	 501	1289	 407	 926	 369	
Query 189:	 347	 446	 513	 419	 844	 653	1002	 587	 563	 123	
Query 190:	1334	 630	1176	1289	 635	 426	 563	 513	 522	 408	
Query 191:	 507	 499	 278	 430	 788	1044	1062	 304	 801	 834	
Query 192:	 657	 696	 708	 270	 679	 558	 264	 918	 799	 979	
Query 193:	 260	1172	1059	 552	1369	 922	 528	 979	 510	 874	
Query 194:	 708	 657	 696	 270	 264	 799	 409	 464	 558	1334	
Query 195:	 110	1073	1280	1051	 394	 521	 751	 797	1205	1389	
Query 196:	1172	 426	 925	 506	 351	 337	1369	1176	1051	 817	
Query 197:	1334	 269	 307	 357	  14	 912	 550	 839	 510	1369	
Query 198:	 997	1063	1092	 867	 979	1278	1368	 605	 230	1061	
Query 199:	 588	 979	 684	1334	 926	 901	 780	 871	 289	 431	
Query 200:	 656	 890	 295	 393	1176	1172	  11	 983	1395	 683	
Query 201:	 295	 426	 851	 337	 440	 393	 673	 594	 269	 656	
Query 202:	 517	  58	  60	 139	 797	1113	 222	 347	 370	 587	
Query 203:	1172	1169	 672	 859	 119	 642	1303	 486	 324	1321	
Query 204:	 247	  48	 260	 509	  85	 552	 645	 201	 394	 872	
Query 205:	 375	 383	 657	 376	 373	 364	 517	1127	 642	1320	
Query 206:	 227	 347	1069	 538	1334	 396	 528	1131	 232	 786	
Query 207:	 379	 993	1176	1073	 998	1042	1317	 971	 372	 775	
Query 208:	1208	 834	1311	 926	1031	1294	  86	 446	 949	1181	
Query 209:	 775	 902	 696	1334	 431	 296	 979	 426	 525	 547	
Query 210:	 563	 473	 905	1334	 917	 638	 511	 899	 391	 509	
Query 211:	1321	 347	1396	 765	 123	  24	 527	 914	 736	1367	
Query 212:	1176	 926	 407	 630	 828	 657	 675	 222	 918	1334	
Query 213:	 532	 886	1204	1321	 754	 583	 904	1237	  13	 126	
Query 214:	 542	 475	 185	1392	1187	 233	1040	 715	 384	 187	
Query 215:	 791	 452	 926	1255	 344	 559	 657	  48	 225	 230	
Query 216:	 926	 513	 240	 440	 898	 295	 505	 337	 702	 656	
Query 217:	 642	 736	 663	1082	 348	 506	 643	 658	1081	1176	
Query 218:	 657	1334	 834	  55	 899	 587	 702	 373	 642	 347	
Query 219:	 838	 657	1289	 642	 899	 930	 521	  24	 926	1045	
Query 220:	 119	 613	 440	1234	1145	 426	 842	1334	1032	 439	
Query 221:	 613	 702	 258	 926	1334	 842	 775	 344	 618	 834	
Query 222:	  89	 129	 190	 495	 498	 563	 583	 859	1002	1021	
Query 223:	 175	 250	 325	 367	 379	 487	 499	 515	 521	 529	
Query 224:	 367	1051	1082	1374	 838	 944	 569	 359	 539	 572	
Query 225:	 268	1375	 347	 278	1359	1334	 227	 554	1269	 914	

Calculation time: 56 seconds
MAP: 0.08518430335097
